DQ704045	30	2.00	6.67
DQ698371	26	4.50	6.50
DQ540939	26	4.50	6.50
DQ686264	26	5.33	6.33
DQ550027	30	1.20	6.33
DQ543701	30	10.17	6.33
DQ554152	31	3.85	6.18
DQ550614	31	7.42	6.13
DQ557476	29	5.08	6.08
DQ723756	31	0.83	6.08
DQ694583	30	2.00	6.00
DQ541882	32	2.25	6.00
DQ563242	30	1.00	6.00
DQ714655	21	2.50	6.00
DQ708131	27	3.00	6.00
DQ565679	30	2.50	6.00
DQ695473	27	3.50	6.00
DQ551797	29	5.00	6.00
n202533	30	3.00	6.00
DQ719363	29	3.50	6.00
DQ564810	31	3.00	6.00
DQ542432	29	3.50	6.00
DQ687025	30	2.00	6.00
DQ705141	29	3.00	6.00
DQ550009	32	2.50	6.00
DQ712132	27	3.92	5.92
DQ710634	26	3.92	5.92
DQ688047	31	0.90	5.87
DQ540133	27	3.00	5.83
DQ724045	31	5.17	5.83
DQ717785	29	3.67	5.67
DQ697835	30	0.90	5.62
DQ550424	30	6.95	5.62
DQ699107	32	5.08	5.55
DQ692222	31	4.08	5.55
DQ559632	29	5.03	5.52
DQ539909	31	3.50	5.50
DQ699690	29	3.00	5.50
DQ694268	30	6.17	5.50
DQ704413	30	3.50	5.50
DQ540217	30	2.50	5.50
DQ705397	27	3.00	5.50
DQ541518	32	2.83	5.42
DQ561657	31	2.87	5.30
DQ713688	20	6.47	5.27
DQ695662	27	0.20	5.25
DQ554873	32	1.92	5.03
DQ718455	31	1.92	5.03
DQ569362	29	2.00	5.00
DQ711635	30	2.00	5.00
DQ541249	31	5.00	5.00
DQ718385	28	6.00	5.00
DQ701776	29	38.00	5.00
DQ561111	29	2.00	5.00
DQ697860	31	8.00	5.00
DQ541101	27	5.50	5.00
DQ691503	28	0	5.00
DQ701204	27	6.00	5.00
DQ695609	26	8.50	5.00
DQ545504	27	10.00	5.00
DQ696494	26	0	5.00
DQ726803	30	1.00	5.00
DQ695702	32	0	5.00
DQ563823	30	1.00	5.00
DQ551895	27	5.00	5.00
DQ567700	26	5.50	5.00
DQ688232	31	6.50	5.00
DQ700848	28	3.00	5.00
DQ710935	30	1.00	5.00
DQ563772	27	23.00	5.00
DQ691599	28	6.00	5.00
DQ721750	21	2.00	5.00
DQ722234	31	0.50	5.00
DQ709374	31	5.25	5.00
DQ709264	32	8.00	5.00
DQ554082	30	3.50	5.00
DQ541574	29	4.50	5.00
DQ552422	31	2.50	5.00
DQ700677	26	2.20	4.95
DQ686926	26	7.65	4.87
DQ708308	28	8.65	4.87
DQ560773	28	2.20	4.80
DQ569047	31	5.33	4.67
DQ717045	28	3.48	4.58
DQ725839	23	6.00	4.50
DQ543900	30	2.00	4.50
DQ560631	30	6.00	4.50
DQ710199	30	4.00	4.50
DQ693791	29	2.00	4.50
DQ684945	30	2.00	4.50
DQ561811	29	3.50	4.50
DQ725711	31	2.98	4.42
DQ723367	20	7.15	4.40
DQ718019	31	1.57	4.35
DQ704955	22	3.33	4.33
DQ712849	23	9.50	4.33
DQ702351	28	1.68	4.33
DQ709807	31	1.67	4.33
DQ554888	30	5.87	4.22
DQ705086	26	5.37	4.22
DQ567637	28	2.33	4.20
DQ695956	26	1.83	4.17
DQ699683	31	4.25	4.07
DQ569408	29	1.20	4.07
DQ725458	29	4.20	4.00
DQ689955	30	4.20	4.00
DQ544362	28	2.00	4.00
DQ717394	30	3.00	4.00
DQ553174	30	2.00	4.00
DQ552027	29	4.00	4.00
DQ685321	29	8.00	4.00
DQ695764	27	2.00	4.00
DQ684820	29	2.00	4.00
DQ562105	29	2.00	4.00
DQ550432	29	2.00	4.00
DQ552205	30	0	4.00
DQ694391	30	6.00	4.00
DQ688383	30	1.33	4.00
DQ712273	30	1.00	4.00
DQ702442	26	2.00	4.00
DQ696617	29	2.00	4.00
DQ724040	29	0	4.00
DQ719963	30	0	4.00
DQ549306	30	3.00	4.00
DQ704804	30	1.00	4.00
DQ706775	26	2.00	4.00
DQ544073	29	1.00	4.00
DQ703353	31	1.50	4.00
DQ717109	30	1.00	4.00
DQ687596	23	3.00	4.00
DQ708275	28	5.50	4.00
DQ540985	27	4.00	4.00
DQ695838	30	0	4.00
DQ705006	30	4.50	4.00
DQ565158	28	0	4.00
DQ718743	24	0	4.00
DQ713997	27	3.00	4.00
DQ712600	28	7.00	4.00
DQ546224	30	0.25	4.00
DQ708133	30	2.00	4.00
DQ699887	19	7.00	4.00
DQ556755	29	2.00	4.00
DQ544887	31	6.00	4.00
DQ718452	30	0.50	4.00
DQ689721	26	4.50	4.00
DQ712842	26	1.00	4.00
DQ717677	29	3.67	4.00
DQ690122	28	7.00	4.00
DQ540391	30	2.00	4.00
DQ554106	28	3.40	3.83
DQ566894	32	0.50	3.78
DQ550613	30	5.33	3.77
DQ555396	29	1.50	3.75
DQ687090	29	0.50	3.70
DQ540930	30	15.78	3.70
DQ556817	30	2.20	3.67
DQ567964	28	0	3.58
DQ553056	31	2.20	3.57
DQ707602	29	0	3.53
DQ554105	30	2.32	3.53
DQ553216	31	16.33	3.50
DQ696497	29	0.25	3.50
DQ719494	29	1.50	3.50
DQ691815	25	2.00	3.50
DQ713556	29	3.50	3.50
DQ567272	28	0.50	3.50
DQ548917	29	3.50	3.50
DQ701924	29	3.00	3.50
DQ546223	29	0.25	3.50
DQ696010	30	0.50	3.50
DQ698110	29	5.50	3.50
DQ540069	27	6.50	3.50
DQ707768	22	4.50	3.50
DQ719660	27	2.50	3.50
DQ554103	30	4.43	3.45
DQ559084	29	3.30	3.40
DQ544347	31	4.73	3.35
DQ712541	26	4.45	3.35
DQ554104	29	2.32	3.33
DQ540806	29	1.00	3.33
DQ543599	30	2.87	3.30
DQ700823	19	2.23	3.25
DQ553334	29	1.58	3.17
DQ558553	31	2.87	3.12
DQ701516	30	0.83	3.08
DQ547092	31	1.20	3.08
DQ701691	28	1.92	3.03
DQ690328	29	4.20	3.00
DQ707413	30	4.20	3.00
DQ542049	31	4.20	3.00
DQ541161	27	2.00	3.00
DQ549999	28	8.00	3.00
DQ694395	25	0	3.00
DQ715221	29	1.33	3.00
DQ701315	30	1.00	3.00
DQ541076	28	0	3.00
DQ725245	30	1.00	3.00
DQ710110	30	1.00	3.00
DQ697457	29	5.00	3.00
DQ707349	30	0	3.00
DQ712637	27	2.00	3.00
DQ709487	27	3.00	3.00
DQ691613	31	5.00	3.00
DQ686844	30	1.33	3.00
DQ695455	28	6.00	3.00
n198693	24	1.00	3.00
DQ686272	28	2.00	3.00
DQ710571	27	8.00	3.00
DQ550547	31	2.67	3.00
DQ716064	31	1.00	3.00
DQ569282	29	6.00	3.00
DQ703219	32	0	3.00
DQ694264	29	3.00	3.00
DQ703469	31	0	3.00
DQ697194	19	0	3.00
DQ569320	29	2.00	3.00
DQ712812	28	8.00	3.00
DQ686213	30	1.00	3.00
DQ561156	29	4.00	3.00
DQ569430	30	1.00	3.00
DQ542258	31	1.00	3.00
DQ564940	29	1.00	3.00
DQ540212	30	1.00	3.00
DQ698608	30	0	3.00
DQ566145	30	1.00	3.00
DQ686664	29	1.00	3.00
DQ547292	28	0.50	3.00
DQ551503	27	0	3.00
DQ723641	29	5.00	3.00
DQ563368	32	2.00	3.00
DQ690583	30	1.00	3.00
DQ552954	28	1.00	3.00
DQ704746	28	0	3.00
DQ561347	29	0	3.00
DQ702709	29	1.00	3.00
DQ562375	29	1.00	3.00
DQ569874	29	1.00	3.00
DQ688895	29	1.00	3.00
DQ566739	28	6.33	3.00
DQ553682	30	5.00	3.00
DQ540084	28	2.50	3.00
DQ715205	26	5.00	3.00
DQ690275	29	4.00	3.00
DQ688357	30	1.00	3.00
DQ695132	30	3.00	3.00
DQ713831	28	6.00	3.00
DQ542907	30	2.00	3.00
DQ723104	23	1.00	3.00
DQ710099	30	5.00	3.00
DQ701634	29	1.50	3.00
DQ725774	29	9.50	2.98
DQ554595	31	2.65	2.97
DQ541610	29	1.73	2.93
DQ719931	31	2.58	2.92
DQ717219	29	4.50	2.83
DQ699263	29	4.25	2.83
DQ564307	29	3.00	2.83
DQ540172	30	1.50	2.83
DQ564085	29	1.73	2.77
DQ685711	29	1.10	2.75
DQ703857	28	0.40	2.75
DQ569321	29	0.95	2.73
DQ553167	31	2.72	2.72
DQ554878	30	1.23	2.68
DQ553582	29	15.50	2.67
DQ547088	30	1.45	2.67
DQ561131	30	3.67	2.67
DQ718662	29	3.67	2.67
DQ547087	30	1.45	2.67
DQ554594	29	1.45	2.63
DQ551738	31	2.87	2.63
DQ687015	30	4.17	2.58
DQ715531	30	2.42	2.58
DQ553933	30	2.42	2.58
DQ687971	27	2.42	2.58
DQ564161	30	2.17	2.58
DQ693253	27	1.48	2.53
DQ699925	30	4.50	2.50
DQ545988	29	5.00	2.50
DQ554093	29	4.50	2.50
DQ723368	30	1.50	2.50
DQ689121	30	0.50	2.50
DQ714768	28	0.40	2.50
DQ559532	25	0	2.50
DQ688230	30	2.67	2.50
DQ545989	29	5.00	2.50
DQ693790	28	0	2.50
DQ711181	28	3.00	2.50
DQ559533	29	0	2.50
DQ717192	27	15.33	2.50
DQ724296	31	3.17	2.50
DQ723351	31	0	2.50
DQ703201	30	0	2.50
DQ686887	31	3.50	2.50
DQ563922	29	3.00	2.50
DQ700301	28	5.42	2.40
DQ711051	22	5.32	2.33
DQ705821	30	0	2.33
DQ558742	31	2.20	2.33
DQ564454	31	2.20	2.33
DQ556431	30	1.25	2.33
DQ722838	31	2.20	2.33
DQ539932	29	4.15	2.33
DQ543598	29	2.37	2.30
DQ543879	32	2.75	2.25
DQ542732	28	2.00	2.25
DQ693887	28	0	2.25
DQ686989	29	4.00	2.25
DQ545437	32	0	2.25
DQ568232	30	2.52	2.23
DQ706330	30	4.25	2.23
DQ569323	28	0.45	2.20
DQ544555	28	2.00	2.20
DQ569324	29	0.45	2.20
DQ569322	27	0.45	2.20
DQ564084	28	1.73	2.18
DQ687220	30	1.00	2.17
DQ562029	28	0.58	2.17
DQ544491	29	1.70	2.17
DQ717067	29	1.00	2.17
DQ554153	29	1.40	2.12
DQ547086	26	1.45	2.08
DQ558570	30	4.00	2.08
DQ569022	30	1.37	2.08
DQ719833	31	1.08	2.07
DQ708884	30	1.08	2.07
DQ686137	30	2.17	2.03
DQ727195	29	2.17	2.03
DQ702201	26	0	2.00
DQ721782	26	0	2.00
DQ563624	31	0	2.00
n201584	22	0	2.00
DQ549642	31	2.00	2.00
DQ692667	28	0	2.00
DQ694173	29	6.00	2.00
DQ540890	29	1.50	2.00
DQ706232	28	0.50	2.00
DQ569863	29	0	2.00
DQ562878	29	0	2.00
DQ542508	30	0.50	2.00
DQ560988	30	11.00	2.00
DQ563588	31	0	2.00
DQ696583	30	4.00	2.00
DQ713182	30	0	2.00
DQ690011	30	3.00	2.00
DQ722500	25	3.00	2.00
DQ719177	28	0.50	2.00
DQ708305	30	2.00	2.00
DQ568247	31	0	2.00
DQ705149	30	0	2.00
DQ717583	31	0.50	2.00
DQ706858	32	1.00	2.00
DQ569046	30	4.00	2.00
DQ546671	30	0	2.00
DQ725474	30	0	2.00
DQ567883	29	0	2.00
DQ560481	29	0	2.00
DQ557824	30	4.00	2.00
DQ713757	30	0	2.00
DQ556717	29	1.00	2.00
DQ566345	30	1.00	2.00
DQ711605	30	1.00	2.00
DQ692993	31	1.00	2.00
DQ719633	29	0	2.00
DQ705820	31	6.00	2.00
DQ542482	30	1.00	2.00
DQ690386	29	1.00	2.00
DQ540014	27	0.50	2.00
DQ710830	30	0	2.00
DQ544299	26	2.00	2.00
DQ702139	30	1.00	2.00
DQ715667	32	1.00	2.00
DQ723091	27	3.00	2.00
DQ719578	29	0	2.00
DQ704764	28	2.00	2.00
DQ560852	30	0	2.00
DQ685014	30	0	2.00
DQ719731	30	2.50	2.00
DQ704724	28	1.00	2.00
DQ550226	30	0	2.00
DQ561116	30	2.00	2.00
DQ727218	28	1.00	2.00
DQ691391	31	0	2.00
DQ549325	29	0	2.00
DQ715650	25	0	2.00
DQ705690	30	1.00	2.00
DQ561416	30	2.00	2.00
DQ550121	32	0.50	2.00
DQ723951	28	1.00	2.00
DQ722987	30	7.00	2.00
DQ541790	29	2.00	2.00
DQ716533	29	0	2.00
DQ707470	31	1.00	2.00
DQ688186	31	0	2.00
DQ554965	30	3.00	2.00
DQ721141	29	0	2.00
DQ558694	28	0	2.00
DQ563745	30	0	2.00
DQ719540	27	0	2.00
DQ725929	30	2.00	2.00
DQ692505	31	0.50	2.00
DQ698287	29	0	2.00
DQ694144	30	0	2.00
DQ541009	31	1.00	2.00
DQ696077	32	1.00	2.00
DQ727125	30	1.00	2.00
DQ706478	21	0	2.00
DQ715994	28	0	2.00
n199199	23	0	2.00
DQ546713	28	0	2.00
DQ555034	31	0.53	2.00
DQ551810	31	1.00	2.00
DQ720571	29	0	2.00
DQ566775	32	0	2.00
DQ686522	29	0	2.00
DQ700923	30	0	2.00
DQ543508	29	0	2.00
DQ687734	30	1.00	2.00
DQ686880	26	0	2.00
DQ688194	27	0	2.00
DQ569184	28	0.20	2.00
DQ692536	31	0	2.00
DQ698685	29	3.00	2.00
DQ699387	28	3.00	2.00
DQ556901	29	1.00	2.00
DQ541796	30	0.50	2.00
DQ564564	30	1.00	2.00
DQ691038	30	0	2.00
DQ686419	31	0	2.00
n197702	26	0	2.00
DQ727208	28	1.25	2.00
DQ711395	24	0.25	2.00
DQ543535	29	1.00	2.00
DQ698837	30	1.00	2.00
DQ704547	23	0	2.00
DQ553586	30	1.00	2.00
DQ540723	30	1.00	2.00
DQ709318	30	3.50	2.00
DQ566565	31	1.00	2.00
DQ709059	31	0	2.00
DQ687934	30	0	2.00
DQ725850	31	5.00	2.00
DQ697350	31	0	2.00
DQ712556	29	0	2.00
DQ544142	29	2.00	2.00
DQ700992	31	0	2.00
DQ558729	27	10.00	2.00
DQ566760	27	1.00	2.00
DQ705513	30	0	2.00
DQ565739	30	2.00	2.00
DQ563355	30	3.00	2.00
DQ557858	30	0	2.00
DQ699195	29	1.00	2.00
DQ549776	31	2.00	2.00
DQ698315	29	0	2.00
DQ704496	29	0	2.00
DQ719170	28	2.00	2.00
DQ566587	30	0	2.00
DQ708544	29	0	2.00
DQ696624	30	1.00	2.00
DQ686685	29	0	2.00
DQ563620	27	1.50	2.00
DQ549491	30	0.50	2.00
DQ540461	25	0	2.00
DQ710299	28	1.00	2.00
DQ547799	26	1.00	2.00
DQ684700	32	0	2.00
DQ546467	31	0	2.00
DQ705937	29	0	2.00
DQ687143	30	1.00	2.00
DQ552087	30	1.00	2.00
DQ691154	29	0	2.00
DQ685782	29	0	2.00
DQ716234	30	2.00	2.00
DQ714991	29	0	2.00
DQ550742	30	1.08	2.00
DQ716930	31	1.00	2.00
DQ717618	30	1.00	2.00
DQ687964	28	3.00	2.00
DQ696785	30	1.00	2.00
DQ540921	29	4.00	2.00
DQ722374	30	1.00	2.00
DQ542182	29	4.00	2.00
DQ699686	30	0	2.00
DQ692338	31	0	2.00
DQ558375	29	1.00	2.00
DQ546626	27	0	2.00
DQ567024	29	3.00	2.00
DQ709639	28	0	2.00
n203910	25	0	2.00
DQ543596	28	0	2.00
DQ569062	28	0	2.00
n198898	32	0	2.00
DQ692653	32	2.00	2.00
DQ707706	31	0	2.00
DQ717321	18	2.00	2.00
DQ704510	28	5.00	2.00
DQ715855	29	3.00	2.00
DQ723529	31	0	2.00
DQ540889	28	1.50	2.00
DQ546118	29	0	2.00
DQ725875	31	0	2.00
DQ718235	30	0	2.00
DQ551196	30	2.00	2.00
DQ719876	32	0	2.00
DQ702525	28	0	2.00
DQ704459	30	0	2.00
DQ685089	30	0	2.00
DQ697662	30	3.00	2.00
DQ689043	29	1.00	2.00
DQ702951	29	0	2.00
DQ691423	30	3.00	2.00
DQ692888	29	1.50	2.00
DQ553130	28	1.00	2.00
DQ694434	30	1.00	2.00
DQ714174	31	1.00	2.00
DQ717465	30	3.00	2.00
DQ701869	22	0	2.00
DQ704402	30	0	2.00
DQ541118	29	0.75	2.00
DQ705873	25	0	2.00
DQ708682	31	3.00	2.00
DQ551040	30	4.00	2.00
DQ540906	29	4.00	2.00
DQ568664	29	3.00	2.00
DQ695540	29	3.00	2.00
DQ556347	29	0	2.00
DQ716269	30	0	2.00
DQ697451	30	2.87	2.00
DQ557213	30	0.50	2.00
DQ712182	30	0	2.00
DQ721988	30	0	2.00
DQ707776	30	0	2.00
DQ714125	29	4.00	2.00
DQ699246	28	1.67	2.00
DQ556353	30	4.33	2.00
DQ566776	30	4.83	2.00
DQ566777	31	4.83	2.00
DQ703711	29	1.67	2.00
DQ711416	30	1.67	2.00
DQ705352	21	0.53	1.95
DQ547930	28	2.13	1.93
DQ707420	28	2.65	1.92
DQ545316	29	0.67	1.92
DQ719768	29	0.67	1.92
DQ550610	26	3.45	1.85
DQ717865	30	2.83	1.83
DQ699536	30	0.33	1.83
DQ688974	30	1.50	1.83
DQ689873	32	0.33	1.83
DQ685900	25	0	1.83
DQ705471	31	1.50	1.83
DQ702556	28	0.20	1.83
DQ695413	22	1.50	1.83
DQ710072	31	0.50	1.78
DQ551050	30	2.00	1.75
DQ553269	30	1.00	1.75
DQ705298	29	2.00	1.75
DQ551051	30	2.00	1.75
DQ541449	30	1.00	1.75
DQ723614	30	2.00	1.75
DQ553065	28	0.45	1.70
DQ553066	28	0.95	1.68
DQ564663	31	1.33	1.67
DQ687572	26	0	1.67
DQ697930	28	3.75	1.67
DQ706941	29	4.00	1.67
DQ726024	29	1.33	1.67
DQ725418	30	2.00	1.67
DQ711274	30	1.33	1.67
DQ717196	30	4.00	1.67
DQ546098	30	4.00	1.67
DQ562028	27	0.58	1.67
DQ695672	31	0.33	1.65
DQ717415	28	2.13	1.65
DQ567603	30	0.85	1.62
DQ564205	27	1.20	1.60
DQ705439	29	1.20	1.60
DQ564206	28	1.20	1.60
DQ688149	28	2.20	1.60
DQ554593	29	0.83	1.60
DQ560714	28	2.20	1.60
DQ724914	31	1.58	1.58
DQ696006	29	1.58	1.58
DQ691026	28	0.83	1.58
DQ542033	28	0.50	1.58
DQ689234	32	1.58	1.58
DQ543903	30	1.28	1.58
DQ709248	28	1.63	1.57
DQ553848	30	0	1.50
DQ690065	29	0	1.50
DQ715541	30	0	1.50
DQ700715	24	1.00	1.50
DQ685584	28	0.25	1.50
DQ540122	29	0.50	1.50
DQ565061	30	3.50	1.50
DQ700606	31	0	1.50
DQ701217	24	0	1.50
DQ559809	28	0	1.50
DQ704464	30	1.00	1.50
DQ703866	29	1.50	1.50
DQ564717	31	1.50	1.50
DQ564383	29	1.00	1.50
DQ714932	30	0.50	1.50
DQ568018	30	0	1.50
DQ710599	31	3.25	1.50
DQ702575	30	1.17	1.50
DQ562207	32	1.00	1.50
DQ697565	30	0	1.50
DQ544060	29	0	1.50
DQ724355	29	3.25	1.50
DQ703507	30	0.50	1.50
DQ719662	29	0	1.50
DQ700173	28	0	1.50
